product_name,user_rating,product_review
Pureology Strength Cure Shampoo,5 / 5,"I’m not going to lie, it actually took me a second to buy this because of how expensive it is for not that much product lol. I have very, very thick and wavy hair that I tried extremely hard to maintain and take care of that is very healthy, so it’s really important that I use quality products and that’s why I decided to purchase this on one of Ulta special days to try it out and take that opportunity to buy it. it smells so good and it makes my hair feel so healthy after using! It makes me feel like my hair was washed by your hair salon because it smells good after the wash you can tell that it has a way different texture than having just another regular conditioner would."
Pureology Strength Cure Shampoo,5 / 5,I have blonde colour treated hair that can get dry at the ends and this shampoo works so well! It makes me hair feel so smooth and hydrated. I really like the scent too it’s fruity and so nice. It lathers really nicely and the texture is very nice.
Pureology Strength Cure Shampoo,5 / 5,"I love love love purology and this product is amazing. I have long blonde/ strawberry hair and this leaves my hair clean but not too dehydrated. This is the only shampoo that really has a perfect lather to it , it allows you to make a little product go a long way. Purology is a luxury for me, the price is definitely on the higher side but in my opinion the quality justifies the cost. I have also tried the hydrate line which is also amazing but sometimes I have troubles with my hair getting oily faster when using that product. It smells amazing, different than this product but this also has a great scent.This is my first bottle but I will definitely repurchase."
Pureology Strength Cure Shampoo,5 / 5,My fav shampoo right now. Soft hair. Nice scent. Very clean feeling hair when using. The only thing I don’t like this the bottle allows for a lot of product to be dispensed if not careful.
Pureology Strength Cure Shampoo,5 / 5,"I'm loving this shampoo! Pureology Strength Cure Shampoo has really made a difference for my hair. It's gentle yet effective, and has helped to reduce breakage and frizz. My hair feels stronger, smoother, and looks healthier. The scent is amazing too! I've noticed a big improvement since switching to this shampoo."
Pureology Strength Cure Shampoo,5 / 5,"Don’t let the price of the shampoo scare you away, because this is one of the highest quality hair products I’ve used. You don’t need much product for each wash, so it ends up coming out a great value. The smell is heavenly with bright floral notes. This is the ‘strength cure’ line from Pureology, so it helps to repair some damage or breakage your hair may have and really makes it look so much healthier. I’ve come back to this shampoo time and time again!"
Pureology Strength Cure Shampoo,5 / 5,This is my holy grail shampoo! It has the best scent. My hair feels so healthy and shiny afterwards. It’s effective in reducing damage and keeps my ends healthy. I will continue to buy this product over and over.
Pureology Strength Cure Shampoo,5 / 5,"This product is amazing! As a hairstylist I love strength cure for many reasons, it gives the hair extra strength and the biotin helps fix damaged hair as well! So amazing!"
Pureology Strength Cure Shampoo,5 / 5,"This is perfect for anyone who is trying to repair hair damage. This has helped my scalp feel alot better and with hair thinning. My hair has never felt better, it's 100% worth the price. The blue is so pretty on the packaging also. No strong fragrance!!!"
Pureology Strength Cure Shampoo,5 / 5,Great shampoo to bring life back into dull hair. I use this in combination with the conditioner every other day or so. My hair is shiny and so soft after use. The scent is very subtle as well and not overpowering
Pureology Strength Cure Shampoo,5 / 5,"This shampoo is amazing. It gives you volume and shine and it lathers and feels so great. It is a bit pricey, but it is definitely worth it. The packaging is beautiful and overall I give it a 10 out of 10."
Pureology Strength Cure Shampoo,4 / 5,"This shampoo always makes my hair feel so shiny and soft. I also love the scent, it lingers on my hair throughout the day. The packaging is sleek and I like the no mess cap. My main downside is the price, I can’t justify the price for the size of the shampoo. I do still purchase it during sales though because it is a quality product."
Pureology Strength Cure Shampoo,5 / 5,"This product was a savior for my bleached damaged hair. Gentle but effective. The scent was clean and not overwhelming. A little pricey but worth it, it’s concentrated so a little goes a long way."
Pureology Strength Cure Shampoo,5 / 5,Amazing shampoo for thinning hair. It also has helped with the pill scalp and keeps my dry ends moisturized. The price point is good. No sulfates which is amazing.
Pureology Strength Cure Shampoo,4 / 5,"The shampoo was pink and had a typical liquid texture and noticeable strong fresh fruity floral scent, I found it lathered well for a sulfate free shampoo and my hair felt clean after. I noticed the scent for several hours after my hair was dry so that is something to be aware of. I have highlighted blonde hair and I did think my hair looked soft and shiny after using and did not weigh hair down, I got about two days before I needed to use dry shampoo. I received this sample for free."
Pureology Strength Cure Shampoo,5 / 5,"Pureology Strength Cure Shampoo is highly effective at fortifying and restoring weak, brittle hair. After just a few uses, I noticed a significant reduction in breakage and split ends. My hair feels noticeably stronger and more resilient, with improved elasticity and shine. Scent: The scent of this shampoo is delightful. It has a fresh and invigorating fragrance that leaves my hair smelling clean and revitalized. It’s not overpowering, but it provides a pleasant aroma that lasts throughout the day. Texture: The texture of the shampoo is luxurious and creamy, creating a rich lather that effectively cleanses my hair without stripping away its natural oils. It rinses out easily and leaves my hair feeling clean, soft, and nourished. Overall Experience: My experience with Pureology Strength Cure Shampoo has been exceptional. It has become a staple in my hair care routine, and I can’t recommend it enough to anyone struggling with damaged or weakened hair. If you’re looking for a shampoo that delivers on its promises of strength and repair, Pureology Strength Cure is definitely worth trying.”"
Pureology Strength Cure Shampoo,5 / 5,"I just started using this amazing shampoo and I’m loving the results so far! It smells, looks and feels so luxurious. It is a pricy shampoo but it’s worth the investment for nice hair."
Pureology Strength Cure Shampoo,5 / 5,"As someone who struggles with damaged and fragile hair, finding a shampoo that not only cleanses but also strengthens and protects is essential, and this one delivers on all fronts. First and foremost, the formula is incredibly gentle yet effective. It cleanses my hair thoroughly without stripping away its natural oils or causing further damage. Plus, it lathers up beautifully, so a little goes a long way, which I appreciate. What really sets this shampoo apart for me is its ability to fortify and repair my hair from within. It's infused with Pureology's exclusive AntiFade Complex®, as well as Asta-Repair™ technology, which work together to strengthen and protect the hair while also enhancing color vibrancy. Since using this shampoo, I've noticed a significant reduction in breakage and split ends, and my hair feels noticeably stronger and more resilient. Another thing I love about this shampoo is its luxurious scent. It's fresh and invigorating without being overpowering, and it leaves my hair smelling amazing long after I've rinsed it out. Overall, I'm extremely impressed with the Pureology Strength Cure Shampoo. It's become a staple in my hair care routine, and I'll definitely be repurchasing it in the future. If you're looking for a shampoo that not only cleanses but also strengthens and protects your hair, look no further!"
Pureology Strength Cure Shampoo,5 / 5,"I love this shampoo and conditioner! I have dry, course, thin hair and this shampoo works well for my hair. I think it makes my hair look healthy. It doesn’t dry out my hair. The price is more expensive than drugstore shampoos but it’s definitely worth spending the extra money. This shampoo and conditioner gives life to my hair. Also, I see them both on sale during Ulta’s sales. I definitely recommend trying out both the shampoo and conditioner! I have repurchased several times!"
Pureology Strength Cure Shampoo,5 / 5,"my hair was brittle, split ends, and breaking off. I’ve tried so many other products and NOTHING has worked but Pureology! It’s amazing! It’s smells wonderful, really gets to the core of your hair problems, really strengthens and bonds split ends, repairs damaged hair. It saved my hair, I won’t use anything else !"
Pureology Strength Cure Shampoo,5 / 5,I’ve had success with other pureology products so decided to give this shampoo a try. It cleaned my hair well without stripping it dry and left it soft and supple. I love how concentrated it is - even though it’s more expensive than other shampoos one bottle lasts ages.
Pureology Strength Cure Shampoo,5 / 5,"I was gifted this as a Christmas present last year along with the paired conditioner. It has lasted me up until April, which is pretty good considering I wash my hair almost everyday. My hair feels super soft afterward and it is way easier to comb through. When using this it’s a very thick consistency so you only need a quarter sized amount."
Pureology Strength Cure Shampoo,5 / 5,"Guys when I tell you I’ve never been more happier with a shampoo and conditioner set, I mean it! It smells really good and it lathers very well on the hair. And that’s not even the best part. My hair afterwards blew me away I was so surprised at how healthy my hair looked. It did not look dry at all. I absolutely love it!"
Pureology Strength Cure Shampoo,5 / 5,My hair was a disaster from all the coloring and bleaching. This product saved my life! It smells wonderful and works even better! My hair is now under control and getting healthier with each use!
Pureology Strength Cure Shampoo,5 / 5,absolutely amazing shampoo that transformed my hair for the better. i have damaged hair from styling frequently and this shampoo has helped a lot. i feel my hair feeling better immediately after the first wash.
Pureology Strength Cure Shampoo,5 / 5,Love this! Been using it for years. It is expensive! But I bleach my hair mostly so I can't really gripe about having to spend extra on good hair products. Scent is super nice. You can smell it for days! I would recommend making sure you really really wash out all of the conditioner before you finish because it will give you a greasy head. And also blow dry most of your hair after. If not it gets waxy feeling and oily looking. But I guarantee you if you use it they way I do it will blow your mind. I have literal bleach blonde barbie hair all over and it looks do healthy and perfect that it could almost pass as a wig. Lol and of course that means a good hairstylist as well but after years of bleaching I know the only way to keep it looking salon fresh is with this shampoo and conditioner. I won't change it!
Pureology Strength Cure Shampoo,5 / 5,One of my most favorite shampoos for when I used to dye it blonde it used to being it back to life! You don’t need a lot of it which also prolongs how often I needed to purchase it! The packaging is also great I like how you can add a pump to it to be able to dispense it out easier.
Pureology Strength Cure Shampoo,5 / 5,"The shampoo is so amazing overall. It smells incredible and definitely makes my hair feel stronger and smoother after using. A little bit goes along way, and it lathers richly. I highly recommend this one!!￼"
Pureology Strength Cure Shampoo,5 / 5,This is my go to hair product. The scent is amazing the bottle packaging is great and the ingredients used makes my hair feel amazing and healthy. The price is a bit more expensive than I would like but it’s like they say you get what you pay for but it’s definitely worth the price.
Pureology Strength Cure Shampoo,5 / 5,Used this shampoo for a couple years. Loved the scent and the way it made my hair look and feel. I also used it with the matching conditioner as well. Only downside is that it’s pricey.
Pureology Strength Cure Shampoo,5 / 5,"I have very long hair that has some bleach use, I’ve used the strength cure/pureology line for years. Their products are so quality. The scent is phenomenal. I’m 100% sure this has helped me keep the length and health of my hair while using bleach. I will use this forever!"
Pureology Strength Cure Shampoo,2 / 5,"Did not love my hair after using the combo shampoo and conditioner from pureology. I found it made my roots feel heavy and my ends still felt very dry. I tried shampooing twice to see if that would help with the roots. For the price was hoping for better results. I have thick, coarse color treated hair and this was not a match for me unfortunately. The scent was nice."
Pureology Strength Cure Shampoo,5 / 5,I have been looking for the perfect shampoo for a long time! I love the purplish shampoo because it has helped with my breakage as well as hydrating my hair! The price is also so great which is a huge plus!!
Pureology Strength Cure Shampoo,5 / 5,"Another one of Pureology’s Amazing shampoos!This one makes my hair super silky &soft. My hair is type 2C long and thick.The scent of this is divine, more tropical versus floral(is how I would describe it ) the scent is not overbearing. I color my hair, dark brown, this also preserves my color, extremely well! I shampoo, and then I leave the conditioner on for roughly 5 minutes. Then I follow up with the Pureology leave in spray. I can’t say enough great things about this shampoo!"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"I like the value of the shampoo and conditioner combined in the packaging. The scent is light and lingers through the day. My hair feels silky, even the next day."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,3 / 5,Ça fait plusieurs années depuis que j’ai utilisé ce produit.c’était très bien j’ai aimé l’odeur.par la suite j’ai voulu l’acheter mais malheureusement je n’ai pas trouvé l’original
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,I love using the Tresemme products!! They are very cost efficient and work very well with all types of hair. I love buying this combo pack because of what you get. The packaging is easy to unwrap. The shampoo and condition both have a soft and silky texture. And they smell great!!
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,"Smells very good, make your hair very shiny and the price is not too expensive. The ingredients are not too harsh for your hair. Overall, very good set to buy for hair"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"I have traditionally dry, thin hair and this is one of the only products that work for me. It instantly makes my hair feel so much softer and overall so much healthier. It’s super nice they come in a pack together - even more convenient!! I noticed that since I started using I started getting compliments on how my hair smells and feels. Love!"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,TRESemme is a salon quality hair care brand that I absolutely love! Tried and true this moisturizing duo is a literal icon I cannot live without🤍 🖤.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,3 / 5,Smells good and is effective the packaging is simple but the bottle top sometimes gets clogged. The conditioner is clumpy so it weirded me out a bit not my go to but it works. A hairstylist recommended it for me.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,super remedy . Love Love love this product. I use this every time I wash my hair and it's the only brand I use. It's very great in moisturizing your hair leaving it with great shine. Not too pricey. I purchased from target multiple times. I highly recommend to first time
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"It's a pretty good one, it solves the hair damage and weekness. The packing is beautiful but it is bigger than others presentations. The price and the product has a good relation, something like 50/40."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"este pack hidrata, suaviza y el cabello, dejando un aspecto manejable y saludable. Es perfecto para el cabello seco tiene una fragancia que huele delicioso."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,I uses so many shampoos and conditioners to clean my dry scalp...sometimes right after washing my hair and conditioning it I would see the dandruff and Tresemme was the only shampoo and conditioner that removed it.my hair feels healthy!!! You won't regret it Tresemme works on anyone's hair
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Very effective at cleaning hair and scalp great moisture protection for hair. Love the scent. Cleans without leaving a residue. Good packaging easy to dispense. Expensive but lasts ages.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Overall, I highly recommend the TRESemmé Moisture Rich Shampoo and Conditioner for anyone looking to infuse their hair with hydration and shine. It’s become a staple in my hair care routine, and I can’t imagine going back to my old products. Give it a try—you won’t be disappointed!"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,Both the shampoo and conditioner are fairly hydrating for the hair and our lightweight enough to be used frequently. They don't really leave a scent behind in your hair though.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Definitely good value for money while in a budget. The scent is average but not bad. After using shampoo definitely leaves my hair feeling clean and fresh and after using conditioner my hair is soft. I have curly hair and most shampoo and conditioners don't work well for my hair but my hair is less frizzy compared to other shampoo and conditioner sets.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"The TRESemmé Moisture Rich Shampoo & Conditioner Value Pack is a fantastic choice for anyone seeking an affordable solution to dry, dull hair. I’ve been using this duo for weeks, and I’ve noticed a significant improvement in my hair’s softness and manageability. Shampoo: The shampoo lathers well, providing a thorough cleanse without stripping my hair of its natural oils. It leaves my scalp feeling clean and refreshed, which is a big plus for my fine, sometimes oily roots. Conditioner: The conditioner is rich and creamy, gliding through my hair effortlessly. It does an excellent job detangling and moisturizing, especially on my dry ends, without weighing my hair down. Together, they leave my hair feeling silky, hydrated, and looking shiny. The scent is light and pleasant—perfect for those who don’t like overpowering fragrances. Plus, the value pack is budget-friendly and lasts a long time, making it great for families or anyone who wants to save money without compromising quality. In addition, the packaging is very good. While it’s not a salon-level product, it gets the job done, and I’ll definitely keep it in my rotation for regular use. Highly recommend for anyone looking to restore moisture to their hair on a budget!"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,I love going to Sam’s and buying the set. The texture of your hair plus the smell after using us amazing at least to me and my mom. It’s makes our hair so soft and is effective for us.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,3 / 5,These were such average shampoo and conditioner. The scent is ok and the product is pretty average but I’ve definitely used better shampoo and conditioner than this.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Review of Tresemme shampoo and conditioner: Shampoo and conditioner from Tresemme are a great combination of effectiveness and convenience. The scent of both products is pleasant and long-lasting, making every haircare routine more enjoyable. The effectiveness is top-notch – hair becomes soft, hydrated, and easy to manage. The packaging is convenient, with airtight lids that prevent leaks. The price is quite reasonable for the quality, and the natural ingredients ensure healthy and protected hair."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,We switched to this about 4 months ago. The cost is amazing for one and you get that salon feel of clean. It leaves the texture of your hair so soft and healthy. The packaging is simple but elegant. And the smell is amazing!
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Super good Packaging and price, effectiveness from day one, It leaves your hair super soft, Its texture is super good, It has an incredible scent"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"I have the shampoo and conditioner , leaves your hair feeling like you have been to the salon , smells like holiday and coconuts (depending in which one you buy) leaves hair feeling smooth and silky. Really good for value iv had mine for ages and works like brand new . Packaging is so cute and clean can’t wait to try more , this is my go to hair product , I really recommend , it can be used in any hair type !"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,These smell great. Super effective to keep your hair clean and they are affordable. My hair stylist always recommends this brand because it is professional products available to the public. Tresemme has so many varieties for your hair needs.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"“I absolutely love Tresemme shampoo and conditioner! They leave my hair feeling so soft, smooth, and healthy after every wash. The shampoo cleanses thoroughly without stripping my hair, and the conditioner provides just the right amount of moisture to keep my strands hydrated and frizz-free. My hair feels salon-fresh every time I use them, and the price is so affordable for the quality. I highly recommend Tresemme to anyone looking for reliable hair care products!”"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,These shampoo and conditioners are great for keeping your hair looking silky and shiny. You can buy them at Sam’s Club for a great price. They have a nice smell to them and clean your hair great.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,I used to use this set before. It worked good.it cleaned my hair good.. it smelled good. It’s not expensive either which is a plus for me. I would recommend it.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,Really love this package as it is great for kinky hair texture. The scent is amazing and it helps moisturize the hair and the conditioner leaves your hair smooth. It is effective and the value for your money is great.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Ça dur beaucoup plus lontemps, son odeur l'emballage est avec soin avec Un prix abordable sa adourci les cheveux . Les ingredients et l'efficacite du produit"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"The duo is needed to achieve the moisture rich effect. Will not cost you an arm in leg far as price. Very affordable and not hard to find, rather a beauty store or box store."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Leaves my hair super soft and nourished! It’s hard finding a good conditioner for blonde damaged hair but this bottle does the trick! 10/10 recommend
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Nice to have a set with both bottles the same size and style, although I do feel one finishes quicker than the other. A trusted and popular brand that has been around for long"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,High quality without the price tag. The scent isn't to strong but still smells great. The value is amazing for the size. This last me months. These products together leave my hair feeling soft without being flat!
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,48 hour moisture with highly effective ingredients! The scent is strong and makes my hair extremely soft. The packaging is plastic with a reasonable price.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Love this product! Works great. Great value and price for the product. Clean pleasing scent. Smooth packaging. You should really try Tressemme.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,This is a classic hair shampoo and conditioner product that can always be trusted. It gives good volume and washes my hair well with a nice lather. This is a product I have known to work for a long time!
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,I love this so much. It works very well. Love the scent works amazing on my hair. Makes it so soft and silky. Has lots of value for money. I love the packaging it’s so cute omggg
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,This shampoo and conditioner set is worth it. I like how it leaves my hair smelling good and helps moisturize it. I will recommend these to anyone.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Good quality for the price. I enjoy using them both together. Makes my haor feel nice and soft. Scent is ok doesnt bother me as much. Really happy with this.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,3 / 5,I liked using these. I preferred the shampoo. The conditioner was great but did not leave my hair feeling as soft as I had hoped. It seemed like the softness only lasted a day or so.
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,It smells great and leaves my hair soft and bouncy. It’s light weight and doesn’t leave residue near my scalp like some brands. Great quality product for a good value and size options
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,"Great value for money. Packaging is recyclable which is great for the environment. Lovely fresh scent, smelling fresh all day. My hair texture feels silky smooth and really clean after using this. Really effective ingredients as my hair feels amazing afterwards."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"This is great for really curly porous hair, always helps with untangling. Smells great and is super cheap compared to other curly hair options. ￼ Great packaging and great product."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,This is a classic set I was introduced to by a stylist …. It was a very drying set even though it stated it was moisture rich. It sounded as though my hair was being racked with a Brillo pad. It was bad. But that’s my experience…
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"The products are cer good it leaves your smooth and really silk, i used it on the regular bases and I love the results of it and if possible I'll continue the use"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Me encantan los productos de esta marca, tienen una fragancia agradable,envase ahorro que dura bastante ,textura que te deja el pelo con volumen"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,The scent is really nice the effectiveness is great they come in plastic bottles I don't know about the price and I couldn't read the ingredients on the bottles as I haven't got my new glasses yet It leathers really nicely and is a perfect shampoo and conditioner I would recommend this brand The only reason I don't know about the price is I was given these to try
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,Super amazing product smells amazing as well I have really thick hair and it's curly because I'm African American and this product works super good on my hair I totally recommend
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,4 / 5,"The smell of this product is amazing, for the cheap value this product does wonders for cleaning and moisturizing my hair. the packaging is very easy to use and it makes the texture of my hair so smooth!"
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,3 / 5,"I usually love TRESemmé, but this set is nothing special. It works well if you have straight hair; otherwise, it’s mediocre. It made my hair very frizzy. The scent is nice."
TRESemme Moisture Rich Shampoo & Conditioner Value Pack,5 / 5,"Very effective Scents good and spectacular,smells like hibiscus flower Packaging is protective with a press head to allow for control Value for money ,highly recommend Hair texture great and leaves hair sleek"
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This shampoo is as wonderful as any professional brand. The smell is great and you don’t have to use a lot of to get a great lather. The pump that it has is great as well.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,Pretty good shampoo. Smells good and it's inexpensive. It's your basic shampoo so not much difference for the others of its kind. Kinda effective.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,I haven’t used this scent in a while because I can’t ever find it anywhere! I don’t know where all of the usual scents have gone because they are not where I used to buy them. Suave has always worked great with my hair and is super affordable
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,"This shampoo works really good. Your hair will feel soft and look healthier after a few washes. The shea butter makes the difference. And it smells nice with that subtle almond. And it’s still a reasonable price, so try it out."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,"I’ve had tried more than 50 different shampoo and conditioner brand, but i ended up with Suave and been using it for more than 5 years already. It keep my hair moist and smooth."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This formula has the perfect amount of conditioning agents in the shampoo for finer textured hair. Works well on my toddler’s curls and keeps them nice and tame
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This is the best drug store shampoo in my opinion. Smells great and makes my hair feel good and you can’t bear the price for what you get! Try it out!
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This product leaves my hair feeling soft and smooth with moisture! I use the shampoo and conditioner and it leaves my hair soft smooth and smelling great!
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,"This product smells great, is easy to lather, and gives my hair more volume and leaves it feeling silky smooth. 10/10 would recommend for anyone."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This is the only shampoo that I use. It moisturizes my hair and leaves my hair looking shiny. Not to mention that it smells amazing. This can be found at Walmart.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,"I am not one to spend much on hair products, especially when suave professionals does the trick and has for years! I have wavy/curly hair that loves to frizz in humidity and this shampoo works well for me. I love the smell, and the price definitely is good!"
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,Not terrible but not great. I wouldn't mind using it again if I had to but it definitely isn't my first... or even second... choice.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,I really like this shampoo and conditioner! It leaves my hair soft and moisturized and easily manageable. If you have an opportunity to purchase definitely try it out! It also smells really good!
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,It's a better and it helps my hair to get better I love it and don't wanna stop using it it's natural so it's helps my hair and the environment
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,"I like this product because leaves my hair smelling fresh and really soft, for what you pay is a good quality does the job."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,I've tried most all of the suave products due to how inexpensive they are. I love how they smell and they really do work like they're supposed to.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,1 / 5,"If you do anything to your hair like coloring it or any kind of treatments, or you want it to be healthy. Don't buy suave, or Pantene. Invest in your hair. Don't use this garbage."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,This shampoo and conditioner gives my natural hair so much slip. Do not sleep on Suave. Its honestly amazing and my hair loves it so much
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,A decent two in one product shampoo and conditioner. It has nice fragant. It is quite cheap price for a big size bottle.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,I love the smell. Do not like the limp curls and flat frizz. I used this product for 8yrs before I changed my brand. I am sensitive to cleaners because of excema.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,I use Sauve daily and thought I'd try this one. I like the way it makes my hair feel and the scent is really good. I just wish the scent would last longer.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,"Love the smell of this, it made my hair soft and feel good. Definitely worth the price of the product. Would buy again."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,Really like the softness of my hair. May be a tad heavy for everyday use. Use lightly on the scalp area. Smells amazing.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,"Love suave hair products- always a fresh scent, good texture, and leaves hair feeling great. Comes in so many great scents too!"
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,"Very moisturizing and wonderful scent. A bargain for the price, the quality is very nice. My husband uses this also and it really helps his dry scalp. I use a little bit of the conditioner as a leave in for my curly hair also."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,We keep this in our guest bathroom and they absolutely love using this product. The smell is divine! I recommend you buy!
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,"My son has a sensitive scalp, but still likes to have a fragrance to his shampoo. This works to keep his scalp soothed and still smells good."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,Suave is good for when you need something to wash your hair with in a pinch. Decent enough product. Smells nice. But it leave undesired results for longer locks
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,3 / 5,"This smells okay, but I felt like it was way too heavy for my thin hair. Even with adding extra product, I couldn’t get much volume."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,"This shampoo by Suave contains almond and shea butter, and keeps my hair soft and scalp moisturized. This shampoo works best with the conditioner."
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,Absolutely loved this! It smelled really good and felt really good when I used it on my hair. Would definitely recommend to others.
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,5 / 5,"He usado muchos shampoos, tengo el cabello graso y honestamente para ser un producto de farmacia es bastante bueno, deja mi cabello suave y brillante. Es mi favorito en esta gama de shampoos de farmacia"
Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,4 / 5,Just got this last week to try out. Have only used it once but it does leave your hair a little softer than before. Can’t wait to try more to see results
